usage,printerIndex,date
338.0,3.0,2018-01-05 00:00:00.000
51.0,3.0,2018-01-06 00:00:00.000
0.0,3.0,2018-01-07 00:00:00.000
19.0,3.0,2018-01-08 00:00:00.000
64.0,3.0,2018-01-09 00:00:00.000
178.0,3.0,2018-01-10 00:00:00.000
262.0,3.0,2018-01-11 00:00:00.000
93.0,3.0,2018-01-12 00:00:00.000
30.0,3.0,2018-01-13 00:00:00.000
0.0,3.0,2018-01-14 00:00:00.000
0.0,3.0,2018-01-15 00:00:00.000
179.0,3.0,2018-01-16 00:00:00.000
153.0,3.0,2018-01-17 00:00:00.000
0.0,3.0,2018-01-18 00:00:00.000
75.0,3.0,2018-01-19 00:00:00.000
59.0,3.0,2018-01-20 00:00:00.000
6.0,3.0,2018-01-21 00:00:00.000
162.0,3.0,2018-01-22 00:00:00.000
0.0,3.0,2018-01-23 00:00:00.000
144.0,3.0,2018-01-24 00:00:00.000
157.0,3.0,2018-01-25 00:00:00.000
62.0,3.0,2018-01-26 00:00:00.000
55.0,3.0,2018-01-27 00:00:00.000
0.0,3.0,2018-01-28 00:00:00.000
81.0,3.0,2018-01-29 00:00:00.000
104.0,3.0,2018-01-30 00:00:00.000
0.0,3.0,2018-01-31 00:00:00.000
1876.0,3.0,2018-02-01 00:00:00.000
0.0,3.0,2018-02-02 00:00:00.000
582.0,3.0,2018-02-03 00:00:00.000
1.0,3.0,2018-02-04 00:00:00.000
116.0,3.0,2018-02-05 00:00:00.000
0.0,3.0,2018-02-06 00:00:00.000
172.0,3.0,2018-02-07 00:00:00.000
0.0,3.0,2018-02-08 00:00:00.000
189.0,3.0,2018-02-09 00:00:00.000
0.0,3.0,2018-02-10 00:00:00.000
8.0,3.0,2018-02-11 00:00:00.000
0.0,3.0,2018-02-12 00:00:00.000
71.0,3.0,2018-02-13 00:00:00.000
0.0,3.0,2018-02-14 00:00:00.000
9.0,3.0,2018-02-15 00:00:00.000
0.0,3.0,2018-02-16 00:00:00.000
0.0,3.0,2018-02-17 00:00:00.000
0.0,3.0,2018-02-18 00:00:00.000
0.0,3.0,2018-02-19 00:00:00.000
0.0,3.0,2018-02-20 00:00:00.000
0.0,3.0,2018-02-21 00:00:00.000
42.0,3.0,2018-02-22 00:00:00.000
20.0,3.0,2018-02-23 00:00:00.000
0.0,3.0,2018-02-24 00:00:00.000
45.0,3.0,2018-02-25 00:00:00.000
507.0,3.0,2018-02-26 00:00:00.000
0.0,3.0,2018-02-27 00:00:00.000
0.0,3.0,2018-02-28 00:00:00.000
2056.0,3.0,2018-03-01 00:00:00.000
0.0,3.0,2018-03-02 00:00:00.000
0.0,3.0,2018-03-03 00:00:00.000
0.0,3.0,2018-03-04 00:00:00.000
28.0,3.0,2018-03-05 00:00:00.000
221.0,3.0,2018-03-06 00:00:00.000
235.0,3.0,2018-03-07 00:00:00.000
405.0,3.0,2018-03-08 00:00:00.000
254.0,3.0,2018-03-09 00:00:00.000
5.0,3.0,2018-03-10 00:00:00.000
0.0,3.0,2018-03-11 00:00:00.000
13.0,3.0,2018-03-12 00:00:00.000
221.0,3.0,2018-03-13 00:00:00.000
29.0,3.0,2018-03-14 00:00:00.000
69.0,3.0,2018-03-15 00:00:00.000
74.0,3.0,2018-03-16 00:00:00.000
16.0,3.0,2018-03-17 00:00:00.000
0.0,3.0,2018-03-18 00:00:00.000
135.0,3.0,2018-03-19 00:00:00.000
0.0,3.0,2018-03-20 00:00:00.000
85.0,3.0,2018-03-21 00:00:00.000
7.0,3.0,2018-03-22 00:00:00.000
0.0,3.0,2018-03-23 00:00:00.000
76.0,3.0,2018-03-24 00:00:00.000
0.0,3.0,2018-03-25 00:00:00.000
159.0,3.0,2018-03-26 00:00:00.000
0.0,3.0,2018-03-27 00:00:00.000
0.0,3.0,2018-03-28 00:00:00.000
0.0,3.0,2018-03-29 00:00:00.000
0.0,3.0,2018-03-30 00:00:00.000
0.0,3.0,2018-03-31 00:00:00.000
1898.0,3.0,2018-04-01 00:00:00.000
0.0,3.0,2018-04-02 00:00:00.000
138.0,3.0,2018-04-03 00:00:00.000
42.0,3.0,2018-04-04 00:00:00.000
72.0,3.0,2018-04-05 00:00:00.000
0.0,3.0,2018-04-06 00:00:00.000
5.0,3.0,2018-04-07 00:00:00.000
12.0,3.0,2018-04-08 00:00:00.000
222.0,3.0,2018-04-09 00:00:00.000
63.0,3.0,2018-04-10 00:00:00.000
64.0,3.0,2018-04-11 00:00:00.000
56.0,3.0,2018-04-12 00:00:00.000
73.0,3.0,2018-04-13 00:00:00.000
18.0,3.0,2018-04-14 00:00:00.000
0.0,3.0,2018-04-15 00:00:00.000
9.0,3.0,2018-04-16 00:00:00.000
62.0,3.0,2018-04-17 00:00:00.000
48.0,3.0,2018-04-18 00:00:00.000
107.0,3.0,2018-04-19 00:00:00.000
38.0,3.0,2018-04-20 00:00:00.000
21.0,3.0,2018-04-21 00:00:00.000
8.0,3.0,2018-04-22 00:00:00.000
228.0,3.0,2018-04-23 00:00:00.000
319.0,3.0,2018-04-24 00:00:00.000
100.0,3.0,2018-04-25 00:00:00.000
125.0,3.0,2018-04-26 00:00:00.000
56.0,3.0,2018-04-27 00:00:00.000
12.0,3.0,2018-04-28 00:00:00.000
0.0,3.0,2018-04-29 00:00:00.000
0.0,3.0,2018-04-30 00:00:00.000
2216.0,3.0,2018-05-01 00:00:00.000
81.0,3.0,2018-05-02 00:00:00.000
0.0,3.0,2018-05-03 00:00:00.000
155.0,3.0,2018-05-04 00:00:00.000
0.0,3.0,2018-05-05 00:00:00.000
0.0,3.0,2018-05-06 00:00:00.000
0.0,3.0,2018-05-07 00:00:00.000
207.0,3.0,2018-05-08 00:00:00.000
0.0,3.0,2018-05-09 00:00:00.000
99.0,3.0,2018-05-10 00:00:00.000
37.0,3.0,2018-05-11 00:00:00.000
6.0,3.0,2018-05-12 00:00:00.000
0.0,3.0,2018-05-13 00:00:00.000
188.0,3.0,2018-05-14 00:00:00.000
130.0,3.0,2018-05-15 00:00:00.000
72.0,3.0,2018-05-16 00:00:00.000
117.0,3.0,2018-05-17 00:00:00.000
78.0,3.0,2018-05-18 00:00:00.000
0.0,3.0,2018-05-19 00:00:00.000
0.0,3.0,2018-05-20 00:00:00.000
99.0,3.0,2018-05-21 00:00:00.000
201.0,3.0,2018-05-22 00:00:00.000
59.0,3.0,2018-05-23 00:00:00.000
60.0,3.0,2018-05-24 00:00:00.000
52.0,3.0,2018-05-25 00:00:00.000
0.0,3.0,2018-05-26 00:00:00.000
0.0,3.0,2018-05-27 00:00:00.000
187.0,3.0,2018-05-28 00:00:00.000
44.0,3.0,2018-05-29 00:00:00.000
175.0,3.0,2018-05-30 00:00:00.000
0.0,3.0,2018-05-31 00:00:00.000
3051.0,3.0,2018-06-01 00:00:00.000
0.0,3.0,2018-06-02 00:00:00.000
9.0,3.0,2018-06-03 00:00:00.000
128.0,3.0,2018-06-04 00:00:00.000
191.0,3.0,2018-06-05 00:00:00.000
188.0,3.0,2018-06-06 00:00:00.000
192.0,3.0,2018-06-07 00:00:00.000
80.0,3.0,2018-06-08 00:00:00.000
0.0,3.0,2018-06-09 00:00:00.000
0.0,3.0,2018-06-10 00:00:00.000
568.0,3.0,2018-06-11 00:00:00.000
22.0,3.0,2018-06-12 00:00:00.000
149.0,3.0,2018-06-13 00:00:00.000
199.0,3.0,2018-06-14 00:00:00.000
0.0,3.0,2018-06-15 00:00:00.000
0.0,3.0,2018-06-16 00:00:00.000
66.0,3.0,2018-06-17 00:00:00.000
0.0,3.0,2018-06-18 00:00:00.000
291.0,3.0,2018-06-19 00:00:00.000
40.0,3.0,2018-06-20 00:00:00.000
255.0,3.0,2018-06-21 00:00:00.000
16.0,3.0,2018-06-22 00:00:00.000
0.0,3.0,2018-06-23 00:00:00.000
1.0,3.0,2018-06-24 00:00:00.000
124.0,3.0,2018-06-25 00:00:00.000
0.0,3.0,2018-06-26 00:00:00.000
103.0,3.0,2018-06-27 00:00:00.000
98.0,3.0,2018-06-28 00:00:00.000
3.0,3.0,2018-06-29 00:00:00.000
0.0,3.0,2018-06-30 00:00:00.000
2217.0,3.0,2018-07-01 00:00:00.000
0.0,3.0,2018-07-02 00:00:00.000
76.0,3.0,2018-07-03 00:00:00.000
0.0,3.0,2018-07-04 00:00:00.000
207.0,3.0,2018-07-05 00:00:00.000
80.0,3.0,2018-07-06 00:00:00.000
200.0,3.0,2018-07-07 00:00:00.000
0.0,3.0,2018-07-08 00:00:00.000
5.0,3.0,2018-07-09 00:00:00.000
88.0,3.0,2018-07-10 00:00:00.000
0.0,3.0,2018-07-11 00:00:00.000
193.0,3.0,2018-07-12 00:00:00.000
88.0,3.0,2018-07-13 00:00:00.000
63.0,3.0,2018-07-14 00:00:00.000
0.0,3.0,2018-07-15 00:00:00.000
13.0,3.0,2018-07-16 00:00:00.000
107.0,3.0,2018-07-17 00:00:00.000
158.0,3.0,2018-07-18 00:00:00.000
126.0,3.0,2018-07-19 00:00:00.000
101.0,3.0,2018-07-20 00:00:00.000
1401.0,4.0,2015-11-01 00:00:00.000
92.0,4.0,2015-11-02 00:00:00.000
147.0,4.0,2015-11-03 00:00:00.000
29.0,4.0,2015-11-04 00:00:00.000
56.0,4.0,2015-11-05 00:00:00.000
100.0,4.0,2015-11-06 00:00:00.000
0.0,4.0,2015-11-07 00:00:00.000
0.0,4.0,2015-11-08 00:00:00.000
108.0,4.0,2015-11-09 00:00:00.000
103.0,4.0,2015-11-10 00:00:00.000
48.0,4.0,2015-11-11 00:00:00.000
19.0,4.0,2015-11-12 00:00:00.000
180.0,4.0,2015-11-13 00:00:00.000
0.0,4.0,2015-11-14 00:00:00.000
0.0,4.0,2015-11-15 00:00:00.000
96.0,4.0,2015-11-16 00:00:00.000
33.0,4.0,2015-11-17 00:00:00.000
86.0,4.0,2015-11-18 00:00:00.000
142.0,4.0,2015-11-19 00:00:00.000
7.5,4.0,2015-11-20 00:00:00.000
7.5,4.0,2015-11-21 00:00:00.000
0.0,4.0,2015-11-22 00:00:00.000
0.0,4.0,2015-11-23 00:00:00.000
18.0,4.0,2015-11-24 00:00:00.000
53.0,4.0,2015-11-25 00:00:00.000
14.0,4.0,2015-11-26 00:00:00.000
10.0,4.0,2015-11-27 00:00:00.000
26.0,4.0,2015-11-28 00:00:00.000
0.0,4.0,2015-11-29 00:00:00.000
34.0,4.0,2015-11-30 00:00:00.000
659.0,4.0,2015-12-01 00:00:00.000
54.0,4.0,2015-12-02 00:00:00.000
13.0,4.0,2015-12-03 00:00:00.000
0.0,4.0,2015-12-04 00:00:00.000
0.0,4.0,2015-12-05 00:00:00.000
0.0,4.0,2015-12-06 00:00:00.000
15.0,4.0,2015-12-07 00:00:00.000
12.0,4.0,2015-12-08 00:00:00.000
0.0,4.0,2015-12-09 00:00:00.000
1.0,4.0,2015-12-10 00:00:00.000
20.0,4.0,2015-12-11 00:00:00.000
63.0,4.0,2015-12-12 00:00:00.000
3.0,4.0,2015-12-13 00:00:00.000
46.0,4.0,2015-12-14 00:00:00.000
50.0,4.0,2015-12-15 00:00:00.000
19.0,4.0,2015-12-16 00:00:00.000
8.0,4.0,2015-12-17 00:00:00.000
2.0,4.0,2015-12-18 00:00:00.000
0.0,4.0,2015-12-19 00:00:00.000
0.0,4.0,2015-12-20 00:00:00.000
20.0,4.0,2015-12-21 00:00:00.000
156.0,4.0,2015-12-22 00:00:00.000
12.0,4.0,2015-12-23 00:00:00.000
6.5,4.0,2015-12-24 00:00:00.000
6.5,4.0,2015-12-25 00:00:00.000
0.0,4.0,2015-12-26 00:00:00.000
0.0,4.0,2015-12-27 00:00:00.000
3.0,4.0,2015-12-28 00:00:00.000
43.0,4.0,2015-12-29 00:00:00.000
3.0,4.0,2015-12-30 00:00:00.000
68.0,4.0,2015-12-31 00:00:00.000
1583.0,4.0,2016-01-01 00:00:00.000
0.0,4.0,2016-01-02 00:00:00.000
0.0,4.0,2016-01-03 00:00:00.000
0.0,4.0,2016-01-04 00:00:00.000
110.0,4.0,2016-01-05 00:00:00.000
27.0,4.0,2016-01-06 00:00:00.000
42.0,4.0,2016-01-07 00:00:00.000
179.0,4.0,2016-01-08 00:00:00.000
7.0,4.0,2016-01-09 00:00:00.000
0.0,4.0,2016-01-10 00:00:00.000
14.0,4.0,2016-01-11 00:00:00.000
10.0,4.0,2016-01-12 00:00:00.000
57.0,4.0,2016-01-13 00:00:00.000
259.0,4.0,2016-01-14 00:00:00.000
17.0,4.0,2016-01-15 00:00:00.000
2.0,4.0,2016-01-16 00:00:00.000
2.0,4.0,2016-01-17 00:00:00.000
54.0,4.0,2016-01-18 00:00:00.000
49.0,4.0,2016-01-19 00:00:00.000
22.0,4.0,2016-01-20 00:00:00.000
6.0,4.0,2016-01-21 00:00:00.000
8.0,4.0,2016-01-22 00:00:00.000
158.0,4.0,2016-01-23 00:00:00.000
0.0,4.0,2016-01-24 00:00:00.000
12.0,4.0,2016-01-25 00:00:00.000
12.0,4.0,2016-01-26 00:00:00.000
255.0,4.0,2016-01-27 00:00:00.000
43.0,4.0,2016-01-28 00:00:00.000
24.75,4.0,2016-01-29 00:00:00.000
24.75,4.0,2016-01-30 00:00:00.000
24.75,4.0,2016-01-31 00:00:00.000
450.75,4.0,2016-02-01 00:00:00.000
13.5,4.0,2016-02-02 00:00:00.000
13.5,4.0,2016-02-03 00:00:00.000
11.0,4.0,2016-02-04 00:00:00.000
28.0,4.0,2016-02-05 00:00:00.000
0.0,4.0,2016-02-06 00:00:00.000
0.0,4.0,2016-02-07 00:00:00.000
0.0,4.0,2016-02-08 00:00:00.000
0.0,4.0,2016-02-09 00:00:00.000
0.0,4.0,2016-02-10 00:00:00.000
0.0,4.0,2016-02-11 00:00:00.000
0.0,4.0,2016-02-12 00:00:00.000
0.0,4.0,2016-02-13 00:00:00.000
9.0,4.0,2016-02-14 00:00:00.000
13.0,4.0,2016-02-15 00:00:00.000
34.0,4.0,2016-02-16 00:00:00.000
32.0,4.0,2016-02-17 00:00:00.000
59.0,4.0,2016-02-18 00:00:00.000
69.0,4.0,2016-02-19 00:00:00.000
0.0,4.0,2016-02-20 00:00:00.000
0.0,4.0,2016-02-21 00:00:00.000
2.0,4.0,2016-02-22 00:00:00.000
0.0,4.0,2016-02-23 00:00:00.000
0.0,4.0,2016-02-24 00:00:00.000
0.0,4.0,2016-02-25 00:00:00.000
0.0,4.0,2016-02-26 00:00:00.000
0.0,4.0,2016-02-27 00:00:00.000
0.0,4.0,2016-02-28 00:00:00.000
0.0,4.0,2016-02-29 00:00:00.000
1397.0,4.0,2016-03-01 00:00:00.000
51.0,4.0,2016-03-02 00:00:00.000
56.0,4.0,2016-03-03 00:00:00.000
36.0,4.0,2016-03-04 00:00:00.000
3.0,4.0,2016-03-05 00:00:00.000
0.0,4.0,2016-03-06 00:00:00.000
79.0,4.0,2016-03-07 00:00:00.000
53.0,4.0,2016-03-08 00:00:00.000
104.0,4.0,2016-03-09 00:00:00.000
33.0,4.0,2016-03-10 00:00:00.000
84.5,4.0,2016-03-11 00:00:00.000
84.5,4.0,2016-03-12 00:00:00.000
0.0,4.0,2016-03-13 00:00:00.000
14.0,4.0,2016-03-14 00:00:00.000
19.0,4.0,2016-03-15 00:00:00.000
7.0,4.0,2016-03-16 00:00:00.000
7.0,4.0,2016-03-17 00:00:00.000
13.0,4.0,2016-03-18 00:00:00.000
0.0,4.0,2016-03-19 00:00:00.000
0.0,4.0,2016-03-20 00:00:00.000
207.0,4.0,2016-03-21 00:00:00.000
38.0,4.0,2016-03-22 00:00:00.000
62.0,4.0,2016-03-23 00:00:00.000
35.0,4.0,2016-03-24 00:00:00.000
31.5,4.0,2016-03-25 00:00:00.000
31.5,4.0,2016-03-26 00:00:00.000
0.0,4.0,2016-03-27 00:00:00.000
84.0,4.0,2016-03-28 00:00:00.000
174.0,4.0,2016-03-29 00:00:00.000
34.0,4.0,2016-03-30 00:00:00.000
7.5,4.0,2016-03-31 00:00:00.000
1122.5,4.0,2016-04-01 00:00:00.000
0.0,4.0,2016-04-02 00:00:00.000
0.0,4.0,2016-04-03 00:00:00.000
0.0,4.0,2016-04-04 00:00:00.000
17.0,4.0,2016-04-05 00:00:00.000
17.0,4.0,2016-04-06 00:00:00.000
58.0,4.0,2016-04-07 00:00:00.000
235.0,4.0,2016-04-08 00:00:00.000
0.0,4.0,2016-04-09 00:00:00.000
0.0,4.0,2016-04-10 00:00:00.000
39.0,4.0,2016-04-11 00:00:00.000
98.0,4.0,2016-04-12 00:00:00.000
12.0,4.0,2016-04-13 00:00:00.000
51.0,4.0,2016-04-14 00:00:00.000
69.0,4.0,2016-04-15 00:00:00.000
0.0,4.0,2016-04-16 00:00:00.000
21.5,4.0,2016-04-17 00:00:00.000
21.5,4.0,2016-04-18 00:00:00.000
19.0,4.0,2016-04-19 00:00:00.000
25.0,4.0,2016-04-20 00:00:00.000
20.0,4.0,2016-04-21 00:00:00.000
44.0,4.0,2016-04-22 00:00:00.000
0.0,4.0,2016-04-23 00:00:00.000
0.0,4.0,2016-04-24 00:00:00.000
26.0,4.0,2016-04-25 00:00:00.000
14.0,4.0,2016-04-26 00:00:00.000
120.0,4.0,2016-04-27 00:00:00.000
72.0,4.0,2016-04-28 00:00:00.000
121.0,4.0,2016-04-29 00:00:00.000
0.0,4.0,2016-04-30 00:00:00.000
1217.0,4.0,2016-05-01 00:00:00.000
0.0,4.0,2016-05-02 00:00:00.000
63.0,4.0,2016-05-03 00:00:00.000
63.0,4.0,2016-05-04 00:00:00.000
68.0,4.0,2016-05-05 00:00:00.000
62.0,4.0,2016-05-06 00:00:00.000
0.0,4.0,2016-05-07 00:00:00.000
0.0,4.0,2016-05-08 00:00:00.000
151.0,4.0,2016-05-09 00:00:00.000
13.0,4.0,2016-05-10 00:00:00.000
59.0,4.0,2016-05-11 00:00:00.000
38.5,4.0,2016-05-12 00:00:00.000
38.5,4.0,2016-05-13 00:00:00.000
3.0,4.0,2016-05-14 00:00:00.000
6.0,4.0,2016-05-15 00:00:00.000
19.0,4.0,2016-05-16 00:00:00.000
68.0,4.0,2016-05-17 00:00:00.000
9.0,4.0,2016-05-18 00:00:00.000
55.0,4.0,2016-05-19 00:00:00.000
0.0,4.0,2016-05-20 00:00:00.000
59.0,4.0,2016-05-21 00:00:00.000
0.0,4.0,2016-05-22 00:00:00.000
90.0,4.0,2016-05-23 00:00:00.000
40.0,4.0,2016-05-24 00:00:00.000
81.0,4.0,2016-05-25 00:00:00.000
81.0,4.0,2016-05-26 00:00:00.000
27.0,4.0,2016-05-27 00:00:00.000
0.0,4.0,2016-05-28 00:00:00.000
0.0,4.0,2016-05-29 00:00:00.000
85.0,4.0,2016-05-30 00:00:00.000
9.0,4.0,2016-05-31 00:00:00.000
1385.0,4.0,2016-06-01 00:00:00.000
41.0,4.0,2016-06-02 00:00:00.000
41.0,4.0,2016-06-03 00:00:00.000
0.0,4.0,2016-06-04 00:00:00.000
0.0,4.0,2016-06-05 00:00:00.000
77.0,4.0,2016-06-06 00:00:00.000
32.0,4.0,2016-06-07 00:00:00.000
160.0,4.0,2016-06-08 00:00:00.000
0.0,4.0,2016-06-09 00:00:00.000
0.0,4.0,2016-06-10 00:00:00.000
2.0,4.0,2016-06-11 00:00:00.000
95.0,4.0,2016-06-12 00:00:00.000
40.0,4.0,2016-06-13 00:00:00.000
57.5,4.0,2016-06-14 00:00:00.000
57.5,4.0,2016-06-15 00:00:00.000
4.0,4.0,2016-06-16 00:00:00.000
4.0,4.0,2016-06-17 00:00:00.000
66.5,4.0,2016-06-18 00:00:00.000
66.5,4.0,2016-06-19 00:00:00.000
257.0,4.0,2016-06-20 00:00:00.000
11.0,4.0,2016-06-21 00:00:00.000
59.5,4.0,2016-06-22 00:00:00.000
59.5,4.0,2016-06-23 00:00:00.000
103.0,4.0,2016-06-24 00:00:00.000
0.0,4.0,2016-06-25 00:00:00.000
0.0,4.0,2016-06-26 00:00:00.000
63.0,4.0,2016-06-27 00:00:00.000
28.0,4.0,2016-06-28 00:00:00.000
33.0,4.0,2016-06-29 00:00:00.000
45.5,4.0,2016-06-30 00:00:00.000
864.5,4.0,2016-07-01 00:00:00.000
18.0,4.0,2016-07-02 00:00:00.000
0.0,4.0,2016-07-03 00:00:00.000
86.0,4.0,2016-07-04 00:00:00.000
31.0,4.0,2016-07-05 00:00:00.000
5.0,4.0,2016-07-06 00:00:00.000
40.0,4.0,2016-07-07 00:00:00.000
69.0,4.0,2016-07-08 00:00:00.000
0.0,4.0,2016-07-09 00:00:00.000
0.0,4.0,2016-07-10 00:00:00.000
21.5,4.0,2016-07-11 00:00:00.000
21.5,4.0,2016-07-12 00:00:00.000
8.0,4.0,2016-07-13 00:00:00.000
36.0,4.0,2016-07-14 00:00:00.000
68.0,4.0,2016-07-15 00:00:00.000
17.0,4.0,2016-07-16 00:00:00.000
1.0,4.0,2016-07-17 00:00:00.000
42.0,4.0,2016-07-18 00:00:00.000
42.0,4.0,2016-07-19 00:00:00.000
32.66667,4.0,2016-07-20 00:00:00.000
32.66667,4.0,2016-07-21 00:00:00.000
32.66667,4.0,2016-07-22 00:00:00.000
6.0,4.0,2016-07-23 00:00:00.000
0.0,4.0,2016-07-24 00:00:00.000
2.0,4.0,2016-07-25 00:00:00.000
27.0,4.0,2016-07-26 00:00:00.000
77.0,4.0,2016-07-27 00:00:00.000
12.0,4.0,2016-07-28 00:00:00.000
0.0,4.0,2016-07-29 00:00:00.000
0.0,4.0,2016-07-30 00:00:00.000
9.0,4.0,2016-07-31 00:00:00.000
708.0,4.0,2016-08-01 00:00:00.000
11.0,4.0,2016-08-02 00:00:00.000
11.0,4.0,2016-08-03 00:00:00.000
13.0,4.0,2016-08-04 00:00:00.000
13.0,4.0,2016-08-05 00:00:00.000
27.0,4.0,2016-08-06 00:00:00.000
0.0,4.0,2016-08-07 00:00:00.000
0.0,4.0,2016-08-08 00:00:00.000
98.0,4.0,2016-08-09 00:00:00.000
26.0,4.0,2016-08-10 00:00:00.000
12.0,4.0,2016-08-11 00:00:00.000
37.0,4.0,2016-08-12 00:00:00.000
37.0,4.0,2016-08-13 00:00:00.000
0.0,4.0,2016-08-14 00:00:00.000
31.5,4.0,2016-08-15 00:00:00.000
31.5,4.0,2016-08-16 00:00:00.000
2.0,4.0,2016-08-17 00:00:00.000
12.0,4.0,2016-08-18 00:00:00.000
33.0,4.0,2016-08-19 00:00:00.000
3.0,4.0,2016-08-20 00:00:00.000
12.5,4.0,2016-08-21 00:00:00.000
12.5,4.0,2016-08-22 00:00:00.000
18.0,4.0,2016-08-23 00:00:00.000
6.5,4.0,2016-08-24 00:00:00.000
6.5,4.0,2016-08-25 00:00:00.000
42.0,4.0,2016-08-26 00:00:00.000
42.0,4.0,2016-08-27 00:00:00.000
0.0,4.0,2016-08-28 00:00:00.000
1.0,4.0,2016-08-29 00:00:00.000
121.0,4.0,2016-08-30 00:00:00.000
11.0,4.0,2016-08-31 00:00:00.000
1253.0,4.0,2016-09-01 00:00:00.000
51.0,4.0,2016-09-02 00:00:00.000
4.0,4.0,2016-09-03 00:00:00.000
0.0,4.0,2016-09-04 00:00:00.000
134.0,4.0,2016-09-05 00:00:00.000
13.0,4.0,2016-09-06 00:00:00.000
196.0,4.0,2016-09-07 00:00:00.000
22.0,4.0,2016-09-08 00:00:00.000
39.0,4.0,2016-09-09 00:00:00.000
0.5,4.0,2016-09-10 00:00:00.000
0.5,4.0,2016-09-11 00:00:00.000
19.0,4.0,2016-09-12 00:00:00.000
18.0,4.0,2016-09-13 00:00:00.000
22.0,4.0,2016-09-14 00:00:00.000
0.0,4.0,2016-09-15 00:00:00.000
0.0,4.0,2016-09-16 00:00:00.000
5.0,4.0,2016-09-17 00:00:00.000
137.0,4.0,2016-09-18 00:00:00.000
6.0,4.0,2016-09-19 00:00:00.000
0.0,4.0,2016-09-20 00:00:00.000
66.0,4.0,2016-09-21 00:00:00.000
66.0,4.0,2016-09-22 00:00:00.000
27.2,4.0,2016-09-23 00:00:00.000
0.0,4.0,2016-09-24 00:00:00.000
0.0,4.0,2016-09-25 00:00:00.000
127.0,4.0,2016-09-26 00:00:00.000
188.0,4.0,2016-09-27 00:00:00.000
12.0,4.0,2016-09-28 00:00:00.000
28.0,4.0,2016-09-29 00:00:00.000
16.0,4.0,2016-09-30 00:00:00.000
1455.0,4.0,2016-10-01 00:00:00.000
0.0,4.0,2016-10-02 00:00:00.000
0.0,4.0,2016-10-03 00:00:00.000
0.0,4.0,2016-10-04 00:00:00.000
0.0,4.0,2016-10-05 00:00:00.000
0.0,4.0,2016-10-06 00:00:00.000
211.0,4.0,2016-10-07 00:00:00.000
105.0,4.0,2016-10-08 00:00:00.000
105.0,4.0,2016-10-09 00:00:00.000
7.0,4.0,2016-10-10 00:00:00.000
32.0,4.0,2016-10-11 00:00:00.000
74.5,4.0,2016-10-12 00:00:00.000
74.5,4.0,2016-10-13 00:00:00.000
9.0,4.0,2016-10-14 00:00:00.000
0.0,4.0,2016-10-15 00:00:00.000
0.0,4.0,2016-10-16 00:00:00.000
11.0,4.0,2016-10-17 00:00:00.000
93.0,4.0,2016-10-18 00:00:00.000
93.0,4.0,2016-10-19 00:00:00.000
104.0,4.0,2016-10-20 00:00:00.000
8.5,4.0,2016-10-21 00:00:00.000
8.5,4.0,2016-10-22 00:00:00.000
0.0,4.0,2016-10-23 00:00:00.000
3.0,4.0,2016-10-24 00:00:00.000
92.0,4.0,2016-10-25 00:00:00.000
162.0,4.0,2016-10-26 00:00:00.000
99.0,4.0,2016-10-27 00:00:00.000
52.5,4.0,2016-10-28 00:00:00.000
52.5,4.0,2016-10-29 00:00:00.000
0.0,4.0,2016-10-30 00:00:00.000
62.5,4.0,2016-10-31 00:00:00.000
1821.5,4.0,2016-11-01 00:00:00.000
15.0,4.0,2016-11-02 00:00:00.000
72.0,4.0,2016-11-03 00:00:00.000
172.0,4.0,2016-11-04 00:00:00.000
0.0,4.0,2016-11-05 00:00:00.000
0.0,4.0,2016-11-06 00:00:00.000
5.0,4.0,2016-11-07 00:00:00.000
37.0,4.0,2016-11-08 00:00:00.000
23.5,4.0,2016-11-09 00:00:00.000
23.5,4.0,2016-11-10 00:00:00.000
166.0,4.0,2016-11-11 00:00:00.000
104.0,4.0,2016-11-12 00:00:00.000
104.0,4.0,2016-11-13 00:00:00.000
156.0,4.0,2016-11-14 00:00:00.000
112.0,4.0,2016-11-15 00:00:00.000
112.0,4.0,2016-11-16 00:00:00.000
54.0,4.0,2016-11-17 00:00:00.000
10.0,4.0,2016-11-18 00:00:00.000
0.0,4.0,2016-11-19 00:00:00.000
0.0,4.0,2016-11-20 00:00:00.000
212.0,4.0,2016-11-21 00:00:00.000
85.0,4.0,2016-11-22 00:00:00.000
21.0,4.0,2016-11-23 00:00:00.000
13.0,4.0,2016-11-24 00:00:00.000
13.0,4.0,2016-11-25 00:00:00.000
25.0,4.0,2016-11-26 00:00:00.000
0.0,4.0,2016-11-27 00:00:00.000
0.0,4.0,2016-11-28 00:00:00.000
99.0,4.0,2016-11-29 00:00:00.000
80.0,4.0,2016-11-30 00:00:00.000
2654.0,4.0,2016-12-01 00:00:00.000
6.5,4.0,2016-12-02 00:00:00.000
6.5,4.0,2016-12-03 00:00:00.000
330.0,4.0,2016-12-04 00:00:00.000
209.0,4.0,2016-12-05 00:00:00.000
92.5,4.0,2016-12-06 00:00:00.000
92.5,4.0,2016-12-07 00:00:00.000
172.0,4.0,2016-12-08 00:00:00.000
172.0,4.0,2016-12-09 00:00:00.000
36.0,4.0,2016-12-10 00:00:00.000
0.0,4.0,2016-12-11 00:00:00.000
60.0,4.0,2016-12-12 00:00:00.000
9.0,4.0,2016-12-13 00:00:00.000
30.0,4.0,2016-12-14 00:00:00.000
